Age,PriorConvictions,MentalHealth,DrugUse,EmploymentStatus,CrimeType,Reoffend
24,19,None,Dealer,Part-Time,Drug Offense,1
36,42,Mild,Not Found,Part-Time,Cybercrime,1
61,64,None,Addicted,Unemployed,Other,1
76,11,Severe,Not Found,Part-Time,Dacoity,1
44,56,Severe,Frequent,Full-Time,Assault,1
51,12,None,Occasional,Part-Time,Drug Offense,0
44,27,Undiagnosed,Frequent,Full-Time,Rape,1
37,51,In Recovery,Frequent,Full-Time,Cybercrime,1
17,92,In Recovery,Occasional,Full-Time,Fraud,1
13,94,None,Frequent,Criminal Income,Dacoity,1
60,41,None,Addicted,Part-Time,Kidnapping,1
31,70,In Recovery,Frequent,Part-Time,Cybercrime,1
13,73,None,Never,Criminal Income,Fraud,1
29,43,Undiagnosed,Never,Part-Time,Murder,1
20,78,In Recovery,Occasional,Unemployed,Assault,1
67,3,Undiagnosed,Not Found,Criminal Income,Fraud,1
67,16,None,Never,Full-Time,Rape,0
8,69,In Recovery,Addicted,Part-Time,Dacoity,1
74,100,Mild,Not Found,Part-Time,Murder,1
17,43,Undiagnosed,Occasional,Unemployed,Assault,1
76,71,Mild,Dealer,Full-Time,Other,1
53,49,None,Addicted,Full-Time,Kidnapping,1
75,3,Undiagnosed,Frequent,Part-Time,Drug Offense,1
57,85,In Recovery,Never,Full-Time,Other,1
40,11,None,Dealer,Full-Time,Fraud,0
71,74,None,Not Found,Criminal Income,Rape,1
8,8,In Recovery,Occasional,Criminal Income,Drug Offense,1
53,97,Mild,Never,Unemployed,Rape,1
35,41,Severe,Addicted,Criminal Income,Rape,1
20,14,In Recovery,Addicted,Part-Time,Murder,1
38,81,None,Never,Part-Time,Drug Offense,1
30,17,Mild,Dealer,Unemployed,Drug Offense,1
33,22,In Recovery,Frequent,Part-Time,Fraud,0
24,49,In Recovery,Occasional,Part-Time,Other,1
61,39,None,Occasional,Unemployed,Murder,1
49,70,Undiagnosed,Not Found,Part-Time,Other,1
74,63,None,Occasional,Criminal Income,Theft,1
79,18,Mild,Occasional,Part-Time,Rape,1
17,44,None,Never,Full-Time,Cybercrime,0
19,25,In Recovery,Not Found,Unemployed,Fraud,1
43,34,Severe,Dealer,Full-Time,Rape,1
61,31,Undiagnosed,Addicted,Part-Time,Dacoity,1
39,34,Severe,Never,Criminal Income,Rape,1
18,60,Severe,Dealer,Criminal Income,Theft,1
38,71,Mild,Never,Full-Time,Rape,1
14,76,Undiagnosed,Not Found,Part-Time,Kidnapping,1
63,73,Undiagnosed,Addicted,Full-Time,Cybercrime,1
31,62,In Recovery,Frequent,Full-Time,Drug Offense,1
43,37,Severe,Dealer,Criminal Income,Other,1
40,61,Mild,Dealer,Unemployed,Fraud,1
33,3,Severe,Occasional,Full-Time,Assault,0
28,53,None,Addicted,Unemployed,Other,1
67,47,Mild,Frequent,Full-Time,Drug Offense,1
60,90,Mild,Not Found,Unemployed,Other,1
8,79,Mild,Not Found,Full-Time,Other,1
56,22,In Recovery,Dealer,Unemployed,Kidnapping,1
14,7,Severe,Frequent,Part-Time,Theft,1
36,85,In Recovery,Never,Unemployed,Theft,1
69,88,In Recovery,Frequent,Unemployed,Rape,1
16,82,Mild,Dealer,Full-Time,Murder,1
56,0,Severe,Never,Part-Time,Other,0
34,78,Mild,Dealer,Criminal Income,Theft,1
37,6,Severe,Occasional,Criminal Income,Dacoity,1
10,88,Mild,Never,Criminal Income,Cybercrime,1
10,67,Mild,Dealer,Unemployed,Rape,1
72,94,Mild,Not Found,Criminal Income,Assault,1
52,38,None,Frequent,Criminal Income,Drug Offense,1
76,46,In Recovery,Never,Part-Time,Kidnapping,1
65,17,Mild,Never,Part-Time,Murder,0
17,15,Undiagnosed,Dealer,Part-Time,Drug Offense,1
32,95,Severe,Not Found,Criminal Income,Drug Offense,1
75,64,Mild,Never,Unemployed,Fraud,1
29,68,None,Never,Part-Time,Kidnapping,1
62,49,Severe,Never,Full-Time,Drug Offense,1
64,44,None,Occasional,Part-Time,Murder,1
64,7,Severe,Frequent,Part-Time,Kidnapping,1
35,96,In Recovery,Frequent,Part-Time,Fraud,1
72,37,None,Never,Part-Time,Assault,1
78,8,Mild,Addicted,Criminal Income,Fraud,1
36,64,Undiagnosed,Not Found,Unemployed,Dacoity,1
9,34,Mild,Addicted,Criminal Income,Murder,1
58,95,Undiagnosed,Not Found,Criminal Income,Other,1
11,53,Mild,Dealer,Full-Time,Assault,1
68,70,Severe,Frequent,Unemployed,Drug Offense,1
16,46,Severe,Not Found,Full-Time,Kidnapping,1
13,28,Severe,Frequent,Criminal Income,Drug Offense,1
36,35,In Recovery,Not Found,Unemployed,Murder,1
24,28,In Recovery,Addicted,Criminal Income,Drug Offense,1
19,37,Undiagnosed,Not Found,Unemployed,Other,1
80,54,Mild,Never,Criminal Income,Kidnapping,1
48,4,In Recovery,Frequent,Criminal Income,Rape,1
62,23,None,Addicted,Criminal Income,Theft,1
38,57,Mild,Dealer,Full-Time,Kidnapping,1
62,48,None,Dealer,Unemployed,Assault,1
9,74,Mild,Dealer,Criminal Income,Kidnapping,1
24,87,Mild,Occasional,Full-Time,Kidnapping,1
78,9,Undiagnosed,Addicted,Unemployed,Fraud,1
45,55,Severe,Occasional,Full-Time,Drug Offense,1
80,30,In Recovery,Addicted,Unemployed,Cybercrime,1
35,8,Severe,Occasional,Unemployed,Rape,1
11,17,Severe,Never,Unemployed,Fraud,1
64,12,In Recovery,Not Found,Full-Time,Kidnapping,0
44,8,Mild,Addicted,Criminal Income,Assault,1
14,63,In Recovery,Not Found,Unemployed,Rape,1
18,60,Undiagnosed,Frequent,Full-Time,Murder,1
49,39,Undiagnosed,Dealer,Unemployed,Dacoity,1
26,54,Severe,Addicted,Part-Time,Cybercrime,1
29,80,In Recovery,Dealer,Unemployed,Dacoity,1
49,33,Mild,Never,Unemployed,Theft,0
31,54,In Recovery,Dealer,Criminal Income,Theft,1
34,45,None,Addicted,Criminal Income,Fraud,1
39,28,Severe,Occasional,Part-Time,Rape,1
45,18,Undiagnosed,Addicted,Criminal Income,Assault,1
59,2,Undiagnosed,Frequent,Criminal Income,Cybercrime,1
69,48,None,Not Found,Unemployed,Fraud,1
58,50,Undiagnosed,Addicted,Part-Time,Dacoity,1
42,47,None,Dealer,Part-Time,Murder,1
49,20,Mild,Addicted,Unemployed,Fraud,1
73,50,None,Dealer,Part-Time,Kidnapping,1
75,75,Undiagnosed,Addicted,Full-Time,Cybercrime,1
31,75,Severe,Never,Full-Time,Drug Offense,1
14,61,Mild,Never,Full-Time,Dacoity,1
11,81,Undiagnosed,Addicted,Criminal Income,Assault,1
76,38,Severe,Occasional,Criminal Income,Cybercrime,1
33,69,Mild,Occasional,Criminal Income,Assault,1
68,87,None,Dealer,Criminal Income,Drug Offense,1
18,74,Severe,Frequent,Criminal Income,Drug Offense,1
43,93,None,Occasional,Unemployed,Rape,1
10,77,Undiagnosed,Not Found,Part-Time,Theft,1
52,51,Severe,Occasional,Unemployed,Assault,1
38,82,Mild,Occasional,Full-Time,Other,1
34,19,Mild,Occasional,Criminal Income,Drug Offense,1
71,91,Severe,Never,Unemployed,Theft,1
55,32,Undiagnosed,Frequent,Criminal Income,Kidnapping,1
46,62,Mild,Never,Unemployed,Murder,1
50,84,None,Never,Criminal Income,Fraud,1
34,74,Undiagnosed,Frequent,Part-Time,Cybercrime,1
30,47,Severe,Frequent,Part-Time,Murder,1
41,77,Severe,Addicted,Unemployed,Rape,1
27,38,Severe,Addicted,Full-Time,Theft,1
61,19,In Recovery,Frequent,Criminal Income,Drug Offense,1
72,97,Severe,Frequent,Part-Time,Other,1
68,10,Mild,Never,Full-Time,Other,0
46,95,None,Frequent,Criminal Income,Rape,1
61,76,In Recovery,Not Found,Full-Time,Drug Offense,1
39,9,Mild,Occasional,Full-Time,Dacoity,0
61,91,None,Not Found,Criminal Income,Theft,1
39,76,Severe,Never,Full-Time,Assault,1
44,26,Mild,Addicted,Unemployed,Fraud,1
27,21,In Recovery,Occasional,Full-Time,Theft,0
77,14,None,Frequent,Part-Time,Dacoity,0
19,71,Undiagnosed,Frequent,Criminal Income,Kidnapping,1
41,81,Severe,Occasional,Unemployed,Cybercrime,1
52,3,None,Not Found,Part-Time,Other,0
80,24,In Recovery,Dealer,Criminal Income,Fraud,1
70,52,Undiagnosed,Addicted,Criminal Income,Kidnapping,1
26,50,Undiagnosed,Addicted,Full-Time,Kidnapping,1
74,63,None,Never,Part-Time,Rape,1
44,40,In Recovery,Addicted,Unemployed,Kidnapping,1
58,20,In Recovery,Frequent,Full-Time,Kidnapping,0
80,2,None,Dealer,Criminal Income,Assault,1
44,42,None,Dealer,Part-Time,Theft,1
28,22,None,Addicted,Full-Time,Drug Offense,1
66,32,Severe,Occasional,Criminal Income,Fraud,1
64,100,In Recovery,Not Found,Criminal Income,Cybercrime,1
43,22,None,Not Found,Full-Time,Assault,0
63,100,In Recovery,Occasional,Part-Time,Theft,1
19,9,In Recovery,Dealer,Part-Time,Cybercrime,1
46,66,Severe,Not Found,Unemployed,Theft,1
37,15,None,Not Found,Criminal Income,Rape,1
28,30,Undiagnosed,Never,Unemployed,Murder,1
23,21,In Recovery,Dealer,Part-Time,Drug Offense,1
24,63,Mild,Addicted,Criminal Income,Dacoity,1
75,88,Mild,Not Found,Part-Time,Drug Offense,1
40,1,In Recovery,Addicted,Unemployed,Rape,1
63,61,In Recovery,Never,Full-Time,Drug Offense,1
30,99,Mild,Never,Unemployed,Dacoity,1
73,30,Severe,Frequent,Criminal Income,Murder,1
40,48,None,Not Found,Full-Time,Rape,1
16,62,Severe,Never,Part-Time,Murder,1
12,85,None,Dealer,Criminal Income,Murder,1
61,91,Severe,Occasional,Criminal Income,Dacoity,1
24,52,None,Dealer,Part-Time,Other,1
60,0,In Recovery,Occasional,Criminal Income,Kidnapping,0
58,3,Severe,Occasional,Full-Time,Assault,0
19,17,In Recovery,Occasional,Full-Time,Cybercrime,0
10,82,None,Frequent,Part-Time,Kidnapping,1
23,70,Undiagnosed,Never,Full-Time,Theft,1
36,79,Mild,Not Found,Part-Time,Theft,1
27,74,Mild,Addicted,Full-Time,Dacoity,1
53,35,None,Never,Full-Time,Assault,0
29,11,Severe,Not Found,Criminal Income,Rape,1
33,57,Undiagnosed,Never,Criminal Income,Fraud,1
53,99,Undiagnosed,Not Found,Unemployed,Drug Offense,1
36,0,Mild,Never,Part-Time,Fraud,0
54,10,None,Occasional,Unemployed,Dacoity,0
14,27,Mild,Dealer,Part-Time,Drug Offense,1
49,88,Undiagnosed,Not Found,Unemployed,Fraud,1
21,70,Severe,Frequent,Part-Time,Cybercrime,1
69,38,In Recovery,Not Found,Part-Time,Fraud,1
52,54,Undiagnosed,Not Found,Part-Time,Fraud,1
71,71,None,Not Found,Part-Time,Other,1
9,42,None,Frequent,Part-Time,Drug Offense,1
65,56,Severe,Frequent,Unemployed,Cybercrime,1
60,50,Severe,Never,Part-Time,Other,1
80,94,In Recovery,Not Found,Unemployed,Theft,1
48,69,Severe,Addicted,Criminal Income,Theft,1
69,58,Undiagnosed,Never,Unemployed,Kidnapping,1
21,5,None,Addicted,Criminal Income,Fraud,1
39,98,None,Never,Full-Time,Kidnapping,1
26,81,None,Dealer,Full-Time,Drug Offense,1
39,17,Mild,Never,Part-Time,Dacoity,0
32,42,Mild,Never,Criminal Income,Kidnapping,1
23,64,Mild,Not Found,Criminal Income,Other,1
36,95,None,Occasional,Criminal Income,Cybercrime,1
31,7,In Recovery,Frequent,Unemployed,Theft,0
80,55,In Recovery,Addicted,Full-Time,Kidnapping,1
64,65,In Recovery,Addicted,Criminal Income,Murder,1
33,62,In Recovery,Dealer,Unemployed,Kidnapping,1
31,14,In Recovery,Frequent,Part-Time,Dacoity,0
23,11,Severe,Addicted,Part-Time,Dacoity,1
41,83,None,Not Found,Unemployed,Kidnapping,1
30,57,In Recovery,Never,Unemployed,Drug Offense,1
55,30,In Recovery,Dealer,Criminal Income,Theft,1
56,16,Mild,Frequent,Full-Time,Other,0
17,11,Undiagnosed,Occasional,Criminal Income,Cybercrime,1
27,99,None,Occasional,Part-Time,Murder,1
17,87,Undiagnosed,Occasional,Full-Time,Kidnapping,1
40,77,None,Never,Unemployed,Cybercrime,1
29,43,Mild,Frequent,Unemployed,Fraud,1
14,51,In Recovery,Frequent,Criminal Income,Murder,1
37,72,Mild,Not Found,Full-Time,Theft,1
80,71,None,Occasional,Unemployed,Assault,1
70,78,In Recovery,Addicted,Full-Time,Drug Offense,1
35,56,Undiagnosed,Not Found,Full-Time,Rape,1
45,46,None,Dealer,Criminal Income,Rape,1
40,89,In Recovery,Occasional,Full-Time,Drug Offense,1
13,6,Severe,Occasional,Full-Time,Drug Offense,1
10,6,Undiagnosed,Occasional,Criminal Income,Kidnapping,1
15,91,Undiagnosed,Dealer,Full-Time,Dacoity,1
43,33,None,Occasional,Full-Time,Assault,0
71,3,Mild,Frequent,Full-Time,Fraud,0
21,88,None,Dealer,Part-Time,Other,1
29,58,Mild,Dealer,Criminal Income,Theft,1
59,26,Mild,Occasional,Part-Time,Other,0
8,24,None,Never,Full-Time,Kidnapping,0
38,58,In Recovery,Never,Unemployed,Other,1
59,25,In Recovery,Occasional,Part-Time,Kidnapping,1
55,9,Undiagnosed,Addicted,Part-Time,Assault,1
58,67,None,Occasional,Criminal Income,Rape,1
62,53,Severe,Addicted,Full-Time,Cybercrime,1
45,7,None,Addicted,Full-Time,Kidnapping,0
16,40,Severe,Never,Unemployed,Kidnapping,1
74,73,Mild,Occasional,Full-Time,Murder,1
29,92,Severe,Not Found,Unemployed,Theft,1
67,80,Mild,Not Found,Criminal Income,Kidnapping,1
45,47,Undiagnosed,Dealer,Criminal Income,Theft,1
70,38,None,Dealer,Unemployed,Rape,1
70,66,None,Never,Part-Time,Drug Offense,1
39,11,Severe,Frequent,Part-Time,Drug Offense,1
56,80,In Recovery,Dealer,Criminal Income,Dacoity,1
12,13,None,Frequent,Full-Time,Drug Offense,0
31,57,None,Occasional,Criminal Income,Drug Offense,1
13,9,Undiagnosed,Dealer,Part-Time,Theft,1
27,17,Severe,Never,Unemployed,Kidnapping,1
78,17,Severe,Dealer,Criminal Income,Other,1
72,48,In Recovery,Never,Full-Time,Rape,1
29,12,None,Frequent,Part-Time,Rape,0
52,95,Undiagnosed,Occasional,Part-Time,Murder,1
39,21,None,Occasional,Full-Time,Dacoity,0
13,31,Undiagnosed,Never,Criminal Income,Other,1
68,99,In Recovery,Addicted,Full-Time,Murder,1
16,48,Undiagnosed,Dealer,Criminal Income,Cybercrime,1
50,46,Severe,Not Found,Criminal Income,Cybercrime,1
75,92,Undiagnosed,Occasional,Full-Time,Rape,1
45,70,In Recovery,Addicted,Part-Time,Kidnapping,1
62,6,Mild,Addicted,Full-Time,Theft,0
68,43,Undiagnosed,Dealer,Part-Time,Kidnapping,1
70,77,Severe,Not Found,Unemployed,Cybercrime,1
26,1,Severe,Frequent,Full-Time,Assault,0
65,60,None,Dealer,Part-Time,Dacoity,1
74,12,In Recovery,Not Found,Full-Time,Cybercrime,0
17,90,None,Occasional,Full-Time,Assault,1
12,58,Undiagnosed,Never,Criminal Income,Drug Offense,1
35,72,Severe,Never,Criminal Income,Rape,1
17,39,None,Dealer,Criminal Income,Dacoity,1
63,12,In Recovery,Not Found,Unemployed,Rape,1
35,77,Mild,Addicted,Unemployed,Drug Offense,1
17,58,Undiagnosed,Not Found,Criminal Income,Drug Offense,1
30,7,Mild,Addicted,Unemployed,Cybercrime,1
33,74,None,Addicted,Unemployed,Assault,1
18,69,In Recovery,Dealer,Criminal Income,Theft,1
12,71,Mild,Not Found,Unemployed,Cybercrime,1
11,12,In Recovery,Dealer,Full-Time,Assault,1
20,3,None,Never,Part-Time,Murder,0
23,53,Mild,Frequent,Criminal Income,Theft,1
61,51,Undiagnosed,Never,Full-Time,Cybercrime,1
79,72,None,Addicted,Full-Time,Dacoity,1
65,26,Undiagnosed,Dealer,Criminal Income,Theft,1
63,23,Mild,Occasional,Part-Time,Assault,0
62,32,Undiagnosed,Addicted,Part-Time,Cybercrime,1
25,56,Mild,Not Found,Unemployed,Fraud,1
43,14,None,Not Found,Criminal Income,Assault,0
12,5,Undiagnosed,Dealer,Unemployed,Theft,1
66,22,None,Dealer,Part-Time,Kidnapping,1
66,88,Mild,Not Found,Unemployed,Kidnapping,1
80,78,None,Dealer,Full-Time,Drug Offense,1
76,1,Undiagnosed,Not Found,Part-Time,Other,0
75,8,Mild,Not Found,Part-Time,Rape,1
62,57,Severe,Occasional,Unemployed,Murder,1
72,8,Severe,Never,Full-Time,Drug Offense,0
31,85,None,Never,Unemployed,Other,1
11,20,Mild,Not Found,Full-Time,Dacoity,0
67,98,Mild,Never,Criminal Income,Cybercrime,1
16,28,Mild,Never,Full-Time,Fraud,0
65,37,In Recovery,Not Found,Part-Time,Murder,1
41,61,Severe,Addicted,Unemployed,Rape,1
35,32,None,Not Found,Criminal Income,Other,1
70,18,In Recovery,Occasional,Criminal Income,Other,1
48,0,Severe,Occasional,Full-Time,Fraud,0
16,59,Undiagnosed,Addicted,Criminal Income,Fraud,1
26,51,In Recovery,Addicted,Unemployed,Fraud,1
39,12,Undiagnosed,Occasional,Unemployed,Theft,0
67,29,Mild,Frequent,Part-Time,Other,1
51,23,In Recovery,Frequent,Unemployed,Dacoity,1
57,11,Severe,Addicted,Part-Time,Murder,1
51,41,Severe,Never,Full-Time,Assault,1
29,5,None,Not Found,Criminal Income,Dacoity,0
23,85,None,Addicted,Criminal Income,Theft,1
41,90,None,Frequent,Criminal Income,Cybercrime,1
73,55,Mild,Dealer,Full-Time,Other,1
75,64,In Recovery,Occasional,Criminal Income,Kidnapping,1
57,30,Undiagnosed,Not Found,Part-Time,Other,1
14,45,Severe,Not Found,Part-Time,Assault,1
13,85,Undiagnosed,Never,Unemployed,Kidnapping,1
51,52,In Recovery,Addicted,Criminal Income,Fraud,1
48,27,In Recovery,Frequent,Part-Time,Dacoity,1
37,43,None,Never,Full-Time,Theft,0
66,62,None,Not Found,Unemployed,Murder,1
53,71,Severe,Addicted,Part-Time,Rape,1
70,90,Mild,Frequent,Full-Time,Fraud,1
75,25,In Recovery,Occasional,Criminal Income,Assault,1
23,55,Undiagnosed,Dealer,Full-Time,Theft,1
11,17,None,Frequent,Full-Time,Other,0
37,78,Mild,Addicted,Criminal Income,Kidnapping,1
62,73,Severe,Addicted,Unemployed,Drug Offense,1
31,37,Mild,Never,Full-Time,Fraud,0
35,44,Severe,Dealer,Criminal Income,Assault,1
34,2,Severe,Not Found,Part-Time,Fraud,0
30,12,In Recovery,Dealer,Full-Time,Fraud,1
61,38,None,Frequent,Full-Time,Other,0
9,33,Undiagnosed,Dealer,Criminal Income,Other,1
51,84,Mild,Not Found,Unemployed,Dacoity,1
68,18,Undiagnosed,Occasional,Part-Time,Assault,1
54,82,Mild,Never,Full-Time,Kidnapping,1
61,89,Severe,Not Found,Criminal Income,Kidnapping,1
60,84,Mild,Never,Full-Time,Other,1
28,85,Undiagnosed,Frequent,Criminal Income,Dacoity,1
77,78,In Recovery,Dealer,Part-Time,Drug Offense,1
59,50,Undiagnosed,Frequent,Criminal Income,Assault,1
78,39,Severe,Not Found,Criminal Income,Kidnapping,1
23,6,Severe,Never,Unemployed,Drug Offense,1
11,96,Mild,Dealer,Full-Time,Murder,1
24,39,Mild,Addicted,Part-Time,Rape,1
73,8,Mild,Addicted,Unemployed,Theft,1
27,70,Mild,Dealer,Criminal Income,Cybercrime,1
50,39,Undiagnosed,Dealer,Part-Time,Rape,1
11,92,Severe,Frequent,Unemployed,Assault,1
12,17,Undiagnosed,Addicted,Full-Time,Other,1
10,35,Mild,Addicted,Part-Time,Kidnapping,1
13,73,In Recovery,Frequent,Unemployed,Kidnapping,1
66,42,In Recovery,Occasional,Full-Time,Assault,1
60,29,Mild,Dealer,Criminal Income,Other,1
44,2,None,Never,Full-Time,Cybercrime,0
74,42,In Recovery,Occasional,Criminal Income,Kidnapping,1
11,60,In Recovery,Addicted,Part-Time,Cybercrime,1
50,67,Undiagnosed,Frequent,Unemployed,Kidnapping,1
23,23,In Recovery,Never,Part-Time,Drug Offense,0
27,11,Undiagnosed,Occasional,Full-Time,Theft,0
28,64,Severe,Frequent,Criminal Income,Kidnapping,1
63,85,Mild,Dealer,Part-Time,Other,1
71,95,Undiagnosed,Not Found,Unemployed,Kidnapping,1
70,25,Mild,Dealer,Part-Time,Dacoity,1
71,51,Severe,Occasional,Unemployed,Fraud,1
79,11,Severe,Occasional,Criminal Income,Dacoity,1
25,46,Undiagnosed,Not Found,Criminal Income,Theft,1
15,6,None,Frequent,Criminal Income,Theft,1
77,86,In Recovery,Frequent,Full-Time,Murder,1
47,13,In Recovery,Addicted,Full-Time,Assault,1
55,80,Severe,Not Found,Criminal Income,Theft,1
41,52,Undiagnosed,Addicted,Unemployed,Cybercrime,1
77,32,In Recovery,Frequent,Part-Time,Cybercrime,1
37,43,Severe,Occasional,Full-Time,Assault,1
11,54,In Recovery,Never,Full-Time,Kidnapping,1
52,34,Mild,Dealer,Unemployed,Fraud,1
68,68,Severe,Addicted,Full-Time,Theft,1
52,47,Severe,Occasional,Unemployed,Theft,1
53,94,In Recovery,Not Found,Full-Time,Kidnapping,1
42,87,Undiagnosed,Addicted,Full-Time,Cybercrime,1
34,94,Mild,Frequent,Unemployed,Rape,1
51,53,Undiagnosed,Dealer,Unemployed,Murder,1
37,12,In Recovery,Occasional,Part-Time,Dacoity,0
71,86,Undiagnosed,Addicted,Part-Time,Theft,1
63,5,Mild,Frequent,Unemployed,Drug Offense,1
67,79,Mild,Occasional,Unemployed,Theft,1
52,33,Severe,Dealer,Unemployed,Dacoity,1
18,53,Undiagnosed,Occasional,Part-Time,Drug Offense,1
66,72,In Recovery,Occasional,Criminal Income,Kidnapping,1
30,33,Mild,Dealer,Part-Time,Other,1
60,55,In Recovery,Never,Unemployed,Murder,1
45,88,In Recovery,Dealer,Unemployed,Fraud,1
9,85,Mild,Occasional,Unemployed,Assault,1
14,86,Mild,Occasional,Unemployed,Other,1
76,50,In Recovery,Frequent,Criminal Income,Murder,1
29,21,Undiagnosed,Occasional,Part-Time,Drug Offense,1
34,99,Mild,Occasional,Criminal Income,Rape,1
68,100,In Recovery,Occasional,Part-Time,Kidnapping,1
50,40,In Recovery,Occasional,Full-Time,Fraud,0
57,29,In Recovery,Occasional,Full-Time,Assault,0
14,12,Severe,Addicted,Criminal Income,Cybercrime,1
16,62,In Recovery,Never,Unemployed,Rape,1
20,99,Severe,Dealer,Criminal Income,Kidnapping,1
22,21,Undiagnosed,Addicted,Full-Time,Assault,1
11,55,Mild,Not Found,Part-Time,Theft,1
18,29,Undiagnosed,Never,Unemployed,Drug Offense,1
49,97,In Recovery,Never,Unemployed,Fraud,1
64,58,Undiagnosed,Frequent,Criminal Income,Other,1
70,37,In Recovery,Dealer,Part-Time,Dacoity,1
30,69,Severe,Occasional,Full-Time,Dacoity,1
26,4,Mild,Addicted,Full-Time,Cybercrime,0
57,59,Mild,Occasional,Unemployed,Murder,1
61,23,Mild,Addicted,Part-Time,Kidnapping,1
11,66,In Recovery,Never,Part-Time,Rape,1
55,64,Mild,Never,Unemployed,Rape,1
31,20,Mild,Never,Full-Time,Assault,0
73,79,Undiagnosed,Never,Full-Time,Dacoity,1
32,47,In Recovery,Never,Unemployed,Rape,1
39,6,Undiagnosed,Not Found,Part-Time,Dacoity,0
53,85,Mild,Addicted,Part-Time,Fraud,1
47,40,Severe,Dealer,Part-Time,Cybercrime,1
68,54,Severe,Occasional,Part-Time,Cybercrime,1
80,65,Severe,Never,Unemployed,Drug Offense,1
71,31,In Recovery,Addicted,Part-Time,Other,1
72,0,None,Addicted,Unemployed,Murder,1
33,0,Mild,Never,Unemployed,Fraud,0
31,88,Undiagnosed,Never,Unemployed,Murder,1
76,89,None,Frequent,Part-Time,Assault,1
15,0,None,Occasional,Unemployed,Rape,0
46,25,In Recovery,Addicted,Unemployed,Murder,1
22,53,Undiagnosed,Occasional,Unemployed,Other,1
24,58,In Recovery,Addicted,Full-Time,Murder,1
30,57,Mild,Not Found,Unemployed,Cybercrime,1
16,15,Severe,Dealer,Criminal Income,Theft,1
78,91,In Recovery,Not Found,Full-Time,Murder,1
51,65,None,Occasional,Unemployed,Dacoity,1
67,13,Undiagnosed,Not Found,Full-Time,Murder,1
42,4,Severe,Never,Full-Time,Other,0
28,58,Severe,Dealer,Part-Time,Dacoity,1
18,25,Undiagnosed,Never,Full-Time,Theft,0
33,79,None,Occasional,Full-Time,Theft,1
30,86,In Recovery,Occasional,Part-Time,Murder,1
11,32,In Recovery,Occasional,Full-Time,Theft,0
26,20,None,Dealer,Full-Time,Murder,1
78,57,Undiagnosed,Dealer,Unemployed,Fraud,1
79,80,None,Never,Part-Time,Drug Offense,1
37,2,Undiagnosed,Never,Part-Time,Rape,0
79,52,None,Frequent,Unemployed,Murder,1
74,36,None,Frequent,Unemployed,Rape,1
37,91,Mild,Occasional,Criminal Income,Assault,1
63,52,Mild,Not Found,Part-Time,Kidnapping,1
23,69,Mild,Dealer,Part-Time,Kidnapping,1
50,35,None,Occasional,Criminal Income,Assault,1
29,28,None,Frequent,Part-Time,Theft,0
10,63,Undiagnosed,Occasional,Unemployed,Cybercrime,1
77,15,Severe,Dealer,Part-Time,Other,1
58,40,Undiagnosed,Not Found,Part-Time,Fraud,1
24,25,Mild,Not Found,Criminal Income,Rape,1
25,59,Severe,Never,Part-Time,Dacoity,1
18,35,Mild,Dealer,Part-Time,Murder,1
24,1,Severe,Addicted,Part-Time,Cybercrime,1
45,16,Undiagnosed,Frequent,Criminal Income,Dacoity,1
21,89,In Recovery,Addicted,Unemployed,Rape,1
18,97,Severe,Frequent,Full-Time,Dacoity,1
55,56,Mild,Addicted,Full-Time,Kidnapping,1
64,16,Mild,Addicted,Unemployed,Rape,1
69,41,Mild,Occasional,Part-Time,Kidnapping,1
28,86,Undiagnosed,Frequent,Full-Time,Assault,1
46,86,Mild,Not Found,Full-Time,Other,1
28,83,Undiagnosed,Dealer,Criminal Income,Kidnapping,1
29,38,In Recovery,Frequent,Full-Time,Fraud,1
